person_master_id,AccusedMasterID,CaseMasterID,recorded_name,true_name
193,48542,28125,G Bhatnagar,Ganga Bhatnagar
36,48546,28127,V Chowdhury,Vedant Chowdhury
425,48552,28131,S Mani,Samuel Mani
1291,48554,28132,Falan Reddy,Falan Reddy
673,48563,28138,S. Wagle,Siddharth Wagle
673,48573,28143,S. Wagle,Siddharth Wagle
9,48574,28144,Isaiah Raj,Isaiah Raj
405,48577,28146,Aadi Borah,Aadi Borah
512,48578,28147,A. Reddy,Arjun Reddy
693,48579,28147,V. Kannan,Vincent Kannan
1219,48586,28151,Z. Puri,Zayan Puri
9,48591,28155,I Raj,Isaiah Raj
860,48597,28157,Ranveer Dara,Ranveer Dara
600,48598,28157,Chanchal Bali,Chanchal Bali
1236,48599,28157,Lucky Randhawa,Lucky Randhawa
1037,48600,28158,Wazir Rattan,Wazir Rattan
405,48602,28158,A. Borah,Aadi Borah
830,48605,28160,I Boase,Isaiah Boase
405,48610,28163,Aadi Borah,Aadi Borah
1037,48615,28167,W Rattan,Wazir Rattan
664,48621,28172,Raghav Vasa,Raghav Vasa
1494,48625,28173,Shiwansh Bhandari,Shivansh Bhandari
1046,48628,28175,G Ray,Gabriel Ray
914,48629,28176,O Parekh,Om Parekh
1388,48631,28176,C Sani,Chandran Sani
196,48632,28176,F Chadha,Finn Chadha
1148,48635,28179,A Dugar,Ansh Dugar
344,48637,28179,T. Butala,Tanay Butala
600,48638,28180,Chanchal Bali,Chanchal Bali
1783,48641,28182,C. Bath,Chandran Bath
830,48646,28185,Isayah Boase,Isaiah Boase
1112,48648,28187,G. Korpal,Gopal Korpal
698,48649,28187,Netra Mangat,Netra Mangat
590,48650,28188,F More,Fiyaz More
344,48651,28189,Tanay Butala,Tanay Butala
1299,48652,28190,K Kapoor,Kai Kapoor
1398,48655,28191,M. Balay,Madhav Balay
1046,48656,28192,Gabriel Ray,Gabriel Ray
827,48660,28195,Chasmum Mutti,Chasmum Mutti
1219,48665,28198,Z. Puri,Zayan Puri
148,48667,28199,Ekalinga Baria,Ekalinga Baria
312,48672,28204,J. Sandal,Jatin Sandal
1494,48673,28205,Shivansh Bhandari,Shivansh Bhandari
43,48676,28206,Henry Solanki,Henry Solanki
307,48677,28207,Ayush Kaur,Ayush Kaur
574,48679,28209,M Balakrishnan,Mason Balakrishnan
1152,48682,28212,Amol Prasad,Amol Prasad
673,48684,28213,Siddharth Wagle,Siddharth Wagle
102,48691,28217,L. Borde,Lopa Borde
1628,48694,28217,Naveen Choudhry,Naveen Choudhry
1628,48695,28218,Naveen Choudhry,Naveen Choudhry
1412,48699,28220,Y Varma,Yatin Varma
1494,48700,28221,Shivansh Bhandari,Shivansh Bhandari
405,48702,28222,Aadi Borah,Aadi Borah
717,48706,28223,Chanchal Apte,Chanchal Apte
328,48707,28224,Azaan Acharya,Azaan Acharya
1152,48710,28225,A Prasad,Amol Prasad
214,48712,28227,T Sachar,Timothy Sachar
1456,48717,28228,C Goyal,Champak Goyal
1412,48722,28232,Y Varma,Yatin Varma
860,48723,28233,R Dara,Ranveer Dara
1236,48727,28236,Lucky Randhawa,Lucky Randhawa
432,48730,28237,Zansi Mangat,Zansi Mangat
689,48731,28238,William Tripathi,William Tripathi
717,48733,28238,Chanchal Apte,Chanchal Apte
600,48734,28239,Chanchal Bali,Chanchal Bali
1236,48737,28239,Lucky Randhawa,Lucky Randhawa
1388,48738,28240,Chandran Sani,Chandran Sani
1531,48739,28241,A. Sachdeva,Alka Sachdeva
1760,48741,28241,T. Bhagat,Tanish Bhagat
830,48742,28241,I Boase,Isaiah Boase
1051,48746,28243,Hardik Kota,Hardik Kota
9,48747,28244,Isaiah Raj,Isaiah Raj
1236,48749,28244,Lucky Randhawa,Lucky Randhawa
1499,48751,28245,Y. Nazareth,Yoshita Nazareth
374,48756,28247,Y. Manne,Yatin Manne
673,48758,28248,Siddharth Wagle,Siddharth Wagle
468,48760,28249,M Basak,Mason Basak
468,48763,28251,Mason Basak,Mason Basak
1398,48765,28252,M. Balay,Madhav Balay
244,48766,28253,A. Sridhar,Alexander Sridhar
698,48767,28253,Netra Mangat,Netra Mangat
947,48769,28253,Udars Borde,Udarsh Borde
693,48771,28254,wincent Kannan,Vincent Kannan
1046,48772,28255,Gabriel Ray,Gabriel Ray
328,48776,28256,Azaan Acharya,Azaan Acharya
417,48777,28257,G Raghavan,Gavin Raghavan
1249,48780,28258,W Krishna,William Krishna
152,48783,28259,Wazir Dugal,Wazir Dugal
1236,48784,28259,Lucky Randhawa,Lucky Randhawa
405,48785,28260,Aadi Borah,Aadi Borah
827,48787,28262,Chasmum Mutti,Chasmum Mutti
1494,48790,28265,Shivansh Bhandari,Shivansh Bhandari
9,48792,28266,Isayah Raj,Isaiah Raj
698,48793,28267,N Mangat,Netra Mangat
269,48795,28269,Luke Arora,Luke Arora
1628,48798,28270,Navin Choudhry,Naveen Choudhry
860,48801,28273,Ranveer Dara,Ranveer Dara
1398,48805,28275,Madhav Balay,Madhav Balay
860,48806,28276,Ranveer Dara,Ranveer Dara
405,48808,28276,Aadi Borah,Aadi Borah
1219,48809,28277,Z. Puri,Zayan Puri
673,48814,28279,Siddhart Wagle,Siddharth Wagle
307,48819,28284,Ayush Kaur,Ayush Kaur
1303,48822,28287,Laks Mohan,Laksh Mohan
405,48829,28293,Aadi Borah,Aadi Borah
328,48832,28294,Azaan Acharya,Azaan Acharya
698,48835,28296,Netra Mangat,Netra Mangat
1075,48839,28299,Bachittar Roy,Bachittar Roy
196,48842,28300,Finn Chadha,Finn Chadha
214,48844,28300,T. Sachar,Timothy Sachar
1547,48846,28302,Simon Koshy,Simon Koshy
879,48856,28308,Bahadurjit Kant,Bahadurjit Kant
661,48871,28315,P. Madan,Parth Madan
438,48876,28318,Alexander Chada,Alexander Chada
214,48883,28323,T. Sachar,Timothy Sachar
312,48884,28323,Jatin Sandal,Jatin Sandal
1219,48885,28323,Z Puri,Zayan Puri
62,48886,28324,U. Kulkarni,Utkarsh Kulkarni
596,48887,28325,Nakul Mohan,Nakul Mohan
590,48888,28325,F. More,Fiyaz More
1398,48889,28326,M. Balay,Madhav Balay
698,48890,28327,N. Mangat,Netra Mangat
402,48892,28329,Farhan Mandal,Farhan Mandal
1760,48893,28330,Tanish Bhagat,Tanish Bhagat
405,48894,28331,Aadi Borah,Aadi Borah
947,48900,28335,Udarsh Borde,Udarsh Borde
43,48904,28338,H. Solanki,Henry Solanki
468,48905,28338,M Basak,Mason Basak
1494,48906,28338,Shivansh Bhandari,Shivansh Bhandari
223,48910,28340,Udant Tandon,Udant Tandon
772,48911,28340,P Oommen,Pranit Oommen
698,48914,28343,Netra Mangat,Netra Mangat
1214,48917,28343,X. Wali,Xavier Wali
112,48919,28344,Frado Varkey,Frado Varkey
1037,48920,28345,Wazir Rattan,Wazir Rattan
1499,48921,28345,Yoshita Nazareth,Yoshita Nazareth
830,48923,28346,Isaiah Boase,Isaiah Boase
698,48925,28346,N. Mangat,Netra Mangat
402,48926,28347,Farhan Mandal,Farhan Mandal
1291,48928,28349,Falan Reddy,Falan Reddy
1075,48929,28349,Bachittar Roy,Bachittar Roy
914,48930,28350,Om Parekh,Om Parekh
344,48937,28354,T. Butala,Tanay Butala
415,48940,28357,V. Sarma,Vihaan Sarma
196,48944,28360,F. Chadha,Finn Chadha
1252,48945,28360,Chandran Dewan,Chandran Devan
307,48947,28361,Ayus Kaur,Ayush Kaur
1321,48951,28363,A. Kanda,Advay Kanda
1456,48954,28364,Champak Goyal,Champak Goyal
1051,48958,28366,H. Kota,Hardik Kota
860,48960,28367,R. Dara,Ranveer Dara
405,48961,28368,Aadi Borah,Aadi Borah
468,48963,28368,Mason Basak,Mason Basak
1628,48964,28368,Naveen Choudhry,Naveen Choudhry
1782,48967,28370,Peter Rao,Peter Rao
1236,48969,28372,L. Randhawa,Lucky Randhawa
947,48973,28374,U. Borde,Udarsh Borde
344,48974,28374,Tanay Butala,Tanay Butala
394,48978,28377,Sachi Dugar,Sachi Dugar
1456,48979,28377,C. Goyal,Champak Goyal
1291,48981,28378,Falan Reddy,Falan Reddy
1628,48983,28379,Naveen Choudhry,Naveen Choudhry
1456,48988,28381,C. Goyal,Champak Goyal
344,48989,28381,Tanay Butala,Tanay Butala
1249,48993,28384,William Krishna,William Krishna
312,48994,28384,J Sandal,Jatin Sandal
1628,48997,28386,Naveen Choudhry,Naveen Choudhry
143,48998,28386,I. Sabharwal,Ishwar Sabharwal
468,49000,28387,Mason Basak,Mason Basak
417,49002,28389,G. Raghavan,Gavin Raghavan
830,49004,28390,Isaiah Boase,Isaiah Boase
143,49005,28391,Iswar Sabharwal,Ishwar Sabharwal
1445,49010,28394,A Pant,Arjun Pant
539,49014,28396,Onkar Bhatt,Onkar Bhatt
1412,49017,28398,Yatin warma,Yatin Varma
415,49022,28401,Vihaan Sarma,Vihaan Sarma
1037,49024,28403,Wazir Rattan,Wazir Rattan
1075,49032,28407,B. Roy,Bachittar Roy
1051,49033,28408,Hardik Kota,Hardik Kota
425,49034,28409,S Mani,Samuel Mani
986,49037,28410,Chandran Parekh,Chandran Parekh
1226,49041,28411,Tanay Chaudhary,Tanay Chaudhary
1766,49044,28413,Patrick Tiwari,Patrick Tiwari
1218,49045,28413,Krisna Contractor,Krishna Contractor
580,49046,28414,Nicholas Tur,Nicholas Toor
936,49048,28414,Ekbal Raghavan,Ekbal Raghavan
214,49050,28416,T Sachar,Timothy Sachar
1152,49057,28421,Amol Prasad,Amol Prasad
1152,49066,28430,A Prasad,Amol Prasad
36,49071,28433,V Chowdhury,Vedant Chowdhury
914,49074,28435,O. Parekh,Om Parekh
1148,49075,28435,Ans Dugar,Ansh Dugar
1046,49077,28437,Gabriel Ray,Gabriel Ray
693,49079,28437,V Kannan,Vincent Kannan
307,49085,28440,A Kaur,Ayush Kaur
223,49088,28441,Udant Tandon,Udant Tandon
1760,49094,28445,Tanis Bhagat,Tanish Bhagat
312,49095,28446,Jatin Sandal,Jatin Sandal
1168,49099,28448,G Rastogi,Gaurika Rastogi
1152,49106,28453,Amol Prasad,Amol Prasad
1496,49108,28454,Yagnes Loyal,Yagnesh Loyal
468,49113,28456,M Basak,Mason Basak
1445,49115,28457,A. Pant,Arjun Pant
1062,49122,28461,A. Solanki,Anmol Solanki
425,49123,28461,Samuel Mani,Samuel Mani
417,49125,28463,G. Raghavan,Gavin Raghavan
1753,49126,28463,A. Divan,Arjun Divan
1291,49136,28468,Falan Reddy,Falan Reddy
830,49138,28469,Isayah Boase,Isaiah Boase
935,49139,28469,C Pal,Chasmum Pal
689,49142,28470,William Tripati,William Tripathi
1445,49144,28472,A. Pant,Arjun Pant
1218,49146,28473,Krishna Contractor,Krishna Contractor
860,49147,28473,R. Dara,Ranveer Dara
1051,49148,28474,Hardik Kota,Hardik Kota
1218,49152,28475,Krisna Contractor,Krishna Contractor
580,49153,28476,Nicholas Toor,Nicholas Toor
328,49154,28476,A Acharya,Azaan Acharya
717,49155,28477,Chanchal Apte,Chanchal Apte
709,49156,28478,Abeer Grover,Abeer Grover
860,49157,28478,R Dara,Ranveer Dara
1388,49160,28479,C. Sani,Chandran Sani
812,49164,28481,Nicholas Raju,Nicholas Raju
364,49168,28483,Zehaan Banerji,Zehaan Banerjee
730,49171,28486,B. Andra,Bachittar Andra
1445,49172,28487,Arjun Pant,Arjun Pant
827,49173,28488,Chasmum Mutti,Chasmum Mutti
693,49186,28496,Vincent Kannan,Vincent Kannan
947,49196,28500,U Borde,Udarsh Borde
1412,49199,28503,Y Varma,Yatin Varma
924,49202,28505,C. Oommen,Chandresh Oommen
269,49207,28509,Luke Arora,Luke Arora
196,49209,28511,F. Chadha,Finn Chadha
1760,49210,28512,Tanis Bhagat,Tanish Bhagat
328,49213,28514,Azaan Acharya,Azaan Acharya
43,49215,28515,H. Solanki,Henry Solanki
1181,49217,28516,Darpan Panchal,Darpan Panchal
1291,49218,28517,F. Reddy,Falan Reddy
405,49221,28518,A. Borah,Aadi Borah
1218,49223,28519,Krisna Contractor,Krishna Contractor
307,49225,28519,Ayush Kaur,Ayush Kaur
1168,49226,28520,Gaurika Rastogi,Gaurika Rastogi
1299,49227,28521,Kay Kapur,Kai Kapoor
1291,49232,28522,F. Reddy,Falan Reddy
947,49234,28523,Udarsh Borde,Udarsh Borde
1499,49236,28525,Y. Nazareth,Yoshita Nazareth
580,49241,28527,N Toor,Nicholas Toor
9,49244,28529,Isaiah Raj,Isaiah Raj
143,49245,28530,Ishwar Sabharwal,Ishwar Sabharwal
673,49247,28531,Siddharth Wagle,Siddharth Wagle
693,49249,28532,Vincent Kannan,Vincent Kannan
329,49251,28532,C. Kadakia,Chakradev Kadakia
1494,49252,28533,S Bhandari,Shivansh Bhandari
1371,49253,28533,Dhruv Tella,Dhruv Tella
580,49257,28537,N. Toor,Nicholas Toor
924,49259,28537,Chandres ummen,Chandresh Oommen
1291,49260,28538,Falan Reddy,Falan Reddy
344,49261,28538,T Butala,Tanay Butala
600,49262,28539,Chanchal Bali,Chanchal Bali
402,49264,28539,F Mandal,Farhan Mandal
223,49266,28540,Udant Tandon,Udant Tandon
450,49267,28541,Tristan Johal,Tristan Johal
143,49269,28543,I. Sabharwal,Ishwar Sabharwal
43,49278,28549,Henry Solanki,Henry Solanki
860,49279,28549,Ranweer Dara,Ranveer Dara
830,49281,28550,Isayah Boase,Isaiah Boase
1530,49286,28553,Pushti Chaudhuri,Pushti Chaudhuri
924,49287,28554,C. Oommen,Chandresh Oommen
1783,49290,28556,C. Bath,Chandran Bath
1412,49292,28556,Yatin Varma,Yatin Varma
698,49296,28559,Netra Mangat,Netra Mangat
510,49297,28560,Farhan Vala,Farhan Vala
223,49298,28560,Udant Tandon,Udant Tandon
9,49301,28562,Isaiah Raj,Isaiah Raj
914,49302,28563,Om Parekh,Om Parekh
1037,49303,28563,Wazir Rattan,Wazir Rattan
1236,49310,28565,L Randhawa,Lucky Randhawa
1051,49312,28566,Hardik Kota,Hardik Kota
417,49313,28567,G Raghavan,Gavin Raghavan
947,49315,28569,Udars Borde,Udarsh Borde
1219,49318,28570,Zayan Puri,Zayan Puri
1291,49322,28573,Falan Reddy,Falan Reddy
1412,49323,28573,Y. Varma,Yatin Varma
1173,49325,28574,Harita Nadig,Harita Nadig
402,49329,28576,F Mandal,Farhan Mandal
9,49330,28576,Isaiah Raj,Isaiah Raj
494,49333,28577,Upasna Tella,Upasna Tella
860,49334,28578,R. Dara,Ranveer Dara
405,49341,28583,Aadi Borah,Aadi Borah
1456,49349,28588,Champak Goyal,Champak Goyal
143,49350,28588,I. Sabharwal,Ishwar Sabharwal
1783,49352,28589,C Bath,Chandran Bath
402,49353,28590,F. Mandal,Farhan Mandal
830,49357,28593,Isayah Boase,Isaiah Boase
1499,49358,28594,Yoshita Nazareth,Yoshita Nazareth
1168,49361,28595,Gaurika Rastogi,Gaurika Rastogi
936,49363,28596,Ekbal Raghawan,Ekbal Raghavan
402,49365,28597,F. Mandal,Farhan Mandal
914,49366,28598,O. Parekh,Om Parekh
1148,49367,28598,Ansh Dugar,Ansh Dugar
924,49368,28598,C Oommen,Chandresh Oommen
719,49369,28598,Gaurangi Chand,Gaurangi Chand
1793,49370,28599,V Kaul,Vincent Kaul
1051,49373,28600,Hardik Kota,Hardik Kota
1708,49378,28603,Timothy Dutt,Timothy Dutt
1531,49379,28604,A. Sachdeva,Alka Sachdeva
1218,49380,28604,Krishna Contractor,Krishna Contractor
1168,49382,28604,Gaurika Rastogi,Gaurika Rastogi
405,49383,28605,A. Borah,Aadi Borah
717,49389,28607,Chanchal Apte,Chanchal Apte
415,49392,28609,V. Sarma,Vihaan Sarma
1219,49398,28611,Z. Puri,Zayan Puri
1236,49403,28615,Lucky Randhawa,Lucky Randhawa
223,49407,28616,Udant Tandon,Udant Tandon
1299,49410,28617,K Kapoor,Kai Kapoor
312,49412,28618,J. Sandal,Jatin Sandal
425,49415,28620,S. Mani,Samuel Mani
600,49416,28620,Chanchal Bali,Chanchal Bali
1553,49417,28621,U. Venkataraman,Umang Venkataraman
1398,49425,28626,M Balay,Madhav Balay
1291,49429,28629,Falan Reddy,Falan Reddy
685,49432,28631,Aarnaw Comar,Aarnav Comar
1442,49435,28632,Aarnav Vohra,Aarnav Vohra
1455,49437,28633,B. Batra,Bhavani Batra
1037,49439,28634,Wazir Rattan,Wazir Rattan
1674,49440,28635,Kamala Kakar,Kamala Kakar
1628,49441,28636,Naveen Choudhry,Naveen Choudhry
196,49445,28640,Finn Chadha,Finn Chadha
1445,49447,28640,Arjun Pant,Arjun Pant
914,49448,28640,Om Parek,Om Parekh
1456,49452,28644,Champak Goyal,Champak Goyal
1445,49453,28645,Arjun Pant,Arjun Pant
1403,49455,28645,I Dora,Indali Dora
1436,49458,28647,Ubika Oza,Ubika Oza
784,49460,28648,G. Peri,George Peri
1075,49461,28648,Bachittar Roy,Bachittar Roy
437,49464,28649,Abir Banerji,Abeer Banerjee
1085,49466,28650,Aadi Chakraborty,Aadi Chakraborty
1249,49473,28655,William Krishna,William Krishna
698,49479,28660,Netra Mangat,Netra Mangat
590,49486,28662,Fiyaz More,Fiyaz More
1398,49487,28662,Madhav Balay,Madhav Balay
1783,49489,28663,Chandran Bath,Chandran Bath
240,49496,28667,S Devi,Sathvik Devi
1388,49497,28667,Chandran Sani,Chandran Sani
1531,49498,28668,A Sachdeva,Alka Sachdeva
879,49501,28669,Bahadurjit Kant,Bahadurjit Kant
1499,49503,28671,Y Nazareth,Yoshita Nazareth
914,49506,28674,O. Parekh,Om Parekh
1148,49507,28675,Ansh Dugar,Ansh Dugar
924,49510,28676,Chandresh Oommen,Chandresh Oommen
1299,49511,28677,Kai Kapoor,Kai Kapoor
1494,49518,28681,S Bhandari,Shivansh Bhandari
335,49519,28681,Omkaar Mane,Omkaar Mane
685,49524,28684,Aarnav Comar,Aarnav Comar
1219,49525,28685,Z. Puri,Zayan Puri
417,49531,28688,Gawin Raghawan,Gavin Raghavan
1547,49532,28689,Simon Koshy,Simon Koshy
689,49534,28690,William Tripati,William Tripathi
1499,49537,28692,Y Nazareth,Yoshita Nazareth
1628,49540,28693,N. Choudhry,Naveen Choudhry
1009,49542,28694,Qabil Dutt,Qabil Dutt
1075,49543,28695,Bachittar Roy,Bachittar Roy
1111,49545,28697,Karan Basak,Karan Basak
1442,49549,28698,Aarnaw wohra,Aarnav Vohra
1628,49552,28699,Naveen Choudhry,Naveen Choudhry
830,49553,28699,I. Boase,Isaiah Boase
1494,49556,28700,Shiwansh Bhandari,Shivansh Bhandari
223,49558,28701,U. Tandon,Udant Tandon
312,49561,28704,Jatin Sandal,Jatin Sandal
1072,49562,28704,Pahal Sekhon,Pahal Sekhon
214,49563,28704,T Sachar,Timothy Sachar
936,49565,28706,Ekbal Raghawan,Ekbal Raghavan
860,49566,28706,Ranweer Dara,Ranveer Dara
307,49567,28707,Ayush Kaur,Ayush Kaur
43,49568,28708,Henry Solanki,Henry Solanki
837,49572,28711,Jai Varma,Jai Varma
931,49576,28713,C Ganesh,Charles Ganesh
827,49579,28716,C. Mutti,Chasmum Mutti
590,49581,28717,Fiyaz More,Fiyaz More
927,49583,28718,Udars Saxena,Udarsh Saxena
468,49584,28719,M Basak,Mason Basak
860,49586,28719,Ranveer Dara,Ranveer Dara
1412,49587,28720,Y Varma,Yatin Varma
1261,49591,28722,Guneet Borah,Guneet Borah
1244,49593,28723,F Nath,Frado Nath
468,49595,28725,Mason Basak,Mason Basak
468,49600,28727,Mason Basak,Mason Basak
1445,49602,28728,A. Pant,Arjun Pant
415,49604,28729,V. Sarma,Vihaan Sarma
335,49611,28732,Omkaar Mane,Omkaar Mane
1491,49615,28733,Iswar Gandhi,Ishwar Gandhi
402,49617,28734,Farhan Mandal,Farhan Mandal
328,49619,28735,Azaan Acharya,Azaan Acharya
1442,49623,28736,Aarnav Vohra,Aarnav Vohra
405,49628,28740,Aadi Borah,Aadi Borah
1445,49635,28744,A Pant,Arjun Pant
143,49637,28745,I. Sabharwal,Ishwar Sabharwal
351,49643,28749,I Kapadia,Ira Kapadia
269,49645,28751,Luke Arora,Luke Arora
1051,49653,28756,H. Kota,Hardik Kota
223,49655,28757,U Tandon,Udant Tandon
1610,49658,28759,Faras warty,Faras Varty
405,49663,28762,A. Borah,Aadi Borah
43,49667,28764,Henry Solanki,Henry Solanki
307,49669,28765,Ayush Kaur,Ayush Kaur
335,49675,28767,O Mane,Omkaar Mane
1398,49676,28767,M Balay,Madhav Balay
1445,49684,28770,Arjun Pant,Arjun Pant
1275,49686,28771,R. Panchal,Raghav Panchal
20,49688,28773,R. Ganguly,Reyansh Ganguly
43,49694,28777,Henry Solanki,Henry Solanki
987,49697,28779,Madhav Naik,Madhav Naik
830,49699,28780,I Boase,Isaiah Boase
344,49700,28780,Tanay Butala,Tanay Butala
307,49701,28780,A Kaur,Ayush Kaur
312,49703,28782,J. Sandal,Jatin Sandal
16,49706,28784,Zashil Sem,Zashil Sem
1553,49707,28784,Umang Venkataraman,Umang Venkataraman
1411,49711,28786,Ryan Bajaj,Ryan Bajaj
1649,49712,28787,Mattew Ahuja,Matthew Ahuja
489,49714,28789,K Magar,Kabir Magar
1272,49715,28789,saurya sere,Shaurya Shere
665,49717,28790,Naks Jani,Naksh Jani
16,49719,28791,Z Sem,Zashil Sem
769,49720,28792,Omkaar Sagar,Omkaar Sagar
1114,49724,28795,Krishna Khatri,Krishna Khatri
296,49727,28797,Awni Dasgupta,Avni Dasgupta
1463,49733,28801,Januja Sur,Januja Sur
847,49735,28802,Faqid Pillay,Faqid Pillai
1143,49740,28805,Rayaan Lala,Rayaan Lala
853,49742,28806,Rachit Narayan,Rachit Narayan
440,49743,28806,S. Soni,Siddharth Soni
1302,49749,28809,Peter Taneja,Peter Taneja
1687,49752,28810,J. Thaker,Janaki Thaker
1515,49754,28811,Owiya Bat,Oviya Bath
1356,49762,28817,Ayaan Dubey,Ayaan Dubey
138,49763,28818,Chakradhar Contractor,Chakradhar Contractor
650,49764,28818,F Kumar,Faqid Kumar
1282,49766,28819,Gayathri Kapadia,Gayathri Kapadia
1160,49776,28825,M. Chandra,Maanav Chandra
1766,49777,28826,Patrick Tiwari,Patrick Tiwari
650,49779,28827,F. Kumar,Faqid Kumar
465,49784,28831,T Pandit,Tanay Pandit
1289,49786,28832,W Reddy,Wazir Reddy
17,49790,28834,Balweer Halder,Balveer Halder
1439,49792,28835,D Dass,Darika Dass
1210,49794,28836,Lucky Yogi,Lucky Yogi
440,49796,28838,Siddhart Soni,Siddharth Soni
853,49799,28839,R Narayan,Rachit Narayan
880,49801,28839,A Vasa,Anirudh Vasa
560,49802,28840,Darpan Mangal,Darpan Mangal
1649,49803,28840,Mattew Ahuja,Matthew Ahuja
1177,49806,28842,Samart Din,Samarth Din
79,49811,28844,Yashoda Andra,Yashoda Andra
1210,49813,28845,Lucky Yogi,Lucky Yogi
440,49817,28849,Siddharth Soni,Siddharth Soni
251,49820,28850,H. Sandal,Harshil Sandal
1490,49824,28852,Sai Joshi,Sai Joshi
201,49830,28856,Naveen Balay,Naveen Balay
201,49832,28857,Navin Balay,Naveen Balay
1143,49842,28861,R Lala,Rayaan Lala
650,49843,28861,F Kumar,Faqid Kumar
1071,49845,28862,Ayush Mohan,Ayush Mohan
560,49846,28863,Darpan Mangal,Darpan Mangal
1087,49847,28863,Maanaw kanna,Maanav Khanna
156,49850,28865,Onveer Natarajan,Onveer Natarajan
751,49855,28867,Farhan Goel,Farhan Goel
853,49860,28871,R. Narayan,Rachit Narayan
747,49861,28872,N. Patla,Nachiket Patla
608,49862,28872,Chatresh Mishra,Chatresh Mishra
1553,49867,28874,Umang Venkataraman,Umang Venkataraman
16,49868,28875,Z. Sem,Zashil Sem
648,49869,28876,Max Konda,Max Konda
296,49872,28877,A Dasgupta,Avni Dasgupta
1272,49873,28877,S Shere,Shaurya Shere
1133,49876,28880,Girik Bhargawa,Girik Bhargava
648,49877,28880,M. Konda,Max Konda
615,49879,28881,S. Nagy,Samarth Nagy
1518,49880,28881,J. Yohannan,Jeet Yohannan
762,49881,28882,Kai Sen,Kai Sen
703,49884,28885,Tarak Sidhu,Tarak Sidhu
1177,49888,28888,Samarth Din,Samarth Din
477,49890,28890,G Memon,Gabriel Memon
1686,49899,28897,Ayaan Balay,Ayaan Balay
1143,49901,28898,Rayaan Lala,Rayaan Lala
1210,49904,28901,L Yogi,Lucky Yogi
1617,49905,28901,Chakradew Pingle,Chakradev Pingle
400,49906,28902,Gagan Chanda,Gagan Chanda
1766,49911,28904,P. Tiwari,Patrick Tiwari
113,49915,28907,Finn Bava,Finn Bava
113,49917,28908,F Bava,Finn Bava
79,49922,28910,Y. Andra,Yashoda Andra
1518,49923,28910,J Yohannan,Jeet Yohannan
1160,49926,28912,M. Chandra,Maanav Chandra
435,49930,28913,Triveni Kurian,Triveni Kurian
1254,49931,28913,A. Sharaf,Abeer Sharaf
1757,49933,28915,Y. Jaggi,Yatin Jaggi
465,49934,28916,T. Pandit,Tanay Pandit
1176,49935,28916,Sathvik Konda,Sathvik Konda
832,49938,28917,A. Hans,Aadhya Hans
1038,49939,28917,A. D’Alia,Anthony D’Alia
615,49940,28918,Samart Nagy,Samarth Nagy
1518,49942,28919,Jeet Yohannan,Jeet Yohannan
1515,49944,28920,Owiya Bat,Oviya Bath
1515,49948,28921,O Bath,Oviya Bath
1686,49950,28922,Ayaan Balay,Ayaan Balay
1686,49954,28923,A Balay,Ayaan Balay
1439,49955,28924,D. Dass,Darika Dass
1114,49959,28927,Krishna Khatri,Krishna Khatri
1518,49962,28929,Jeet Yohannan,Jeet Yohannan
228,49963,28929,M. Rama,Madhavi Rama
1176,49966,28932,Sathwik Konda,Sathvik Konda
1254,49967,28933,A. Sharaf,Abeer Sharaf
906,49969,28934,wihaan ummen,Vihaan Oommen
703,49971,28935,Tarak Sidhu,Tarak Sidhu
914,49972,28936,Om Parekh,Om Parekh
618,49980,28944,Ethan Gera,Ethan Gera
1298,49986,28948,Sudiksha Kapoor,Sudiksha Kapoor
880,49989,28950,Anirudh wasa,Anirudh Vasa
1160,49991,28951,Maanav Chandra,Maanav Chandra
699,49993,28951,Darika Basak,Darika Basak
1458,49994,28952,B Tiwari,Baljiwan Tiwari
747,49997,28954,Nachiket Patla,Nachiket Patla
904,49998,28955,E Lal,Ekaraj Lal
29,50001,28956,Caleb Kala,Caleb Kala
934,50005,28959,Maanav Chahal,Maanav Chahal
650,50006,28959,Faqid Kumar,Faqid Kumar
853,50007,28960,Rachit Narayan,Rachit Narayan
435,50010,28962,T Kurian,Triveni Kurian
465,50011,28963,T Pandit,Tanay Pandit
156,50013,28965,Onveer Natarajan,Onveer Natarajan
947,50015,28966,Udars Borde,Udarsh Borde
1254,50017,28966,A. Sharaf,Abeer Sharaf
1582,50019,28967,Jeremiah Dhawan,Jeremiah Dhawan
1575,50021,28969,S Kapadia,Samuel Kapadia
721,50022,28969,H. Devan,Harrison Devan
1686,50023,28970,Ayaan Balay,Ayaan Balay
477,50025,28971,Gabriel Memon,Gabriel Memon
454,50028,28973,A Rout,Abdul Rout
682,50030,28973,S. Padmanabhan,Samarth Padmanabhan
1426,50038,28978,Jagdish Rai,Jagdish Rai
1202,50043,28981,Tejas Parsa,Tejas Parsa
699,50046,28982,Darika Basak,Darika Basak
416,50047,28982,Robert More,Robert More
1628,50057,28988,N. Choudhry,Naveen Choudhry
880,50058,28988,A. Vasa,Anirudh Vasa
79,50063,28992,Yashoda Andra,Yashoda Andra
665,50064,28993,N. Jani,Naksh Jani
716,50069,28995,D. Chahal,Daniel Chahal
910,50072,28996,Chakradhar Chakrabarti,Chakradhar Chakrabarti
1411,50079,28999,Ryan Bajaj,Ryan Bajaj
