AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
58338,33827,Nakul Arora,50,M,A2
58339,33828,Vincent Wali,38,M,A1
58340,33828,K. Soman,30,F,A2
58341,33829,Madhav Choudhry,40,M,A1
58342,33829,H. Thakur,22,M,A2
58343,33829,Joshua Wable,38,M,A3
58344,33830,Abeer Prabhakar,44,M,A1
58345,33831,Hars Jaggi,55,M,A1
58346,33831,Harrison Som,58,M,A2
58347,33832,Yash Mallick,25,M,A1
58348,33833,Baljiwan Modi,42,M,A1
58349,33833,Faras Vyas,56,M,A2
58350,33833,Ethan Bawa,60,M,A3
58351,33834,Maanas Varty,24,M,A1
58352,33835,Chandres Brar,55,M,A1
58353,33835,Rayaan Nigam,43,M,A2
58354,33836,A Prabhu,37,M,A1
58355,33837,Chanakya Peri,58,M,A1
58356,33837,Y Om,42,M,A2
58357,33837,Samarth Chakrabarti,57,M,A3
58358,33838,Jason Chowdhury,37,M,A1
58359,33839,Harrison Prabhu,17,M,A1
58360,33839,Rohan Bail,45,M,A2
58361,33839,Aarnav Patla,63,M,A3
58362,33840,Kevin Pai,22,M,A1
58363,33841,A Bhagat,57,M,A1
58364,33841,William Chauhan,23,M,A2
58365,33842,Krishna Sandhu,27,M,A1
58366,33843,Pranit Sahota,53,M,A1
58367,33843,Champak Rawel,39,M,A2
58368,33844,Chakradev Ramanathan,56,M,A1
58369,33845,Jackson Singhal,61,M,A1
58370,33846,Charles Borra,27,M,A1
58371,33847,Z Bal,33,M,A1
58372,33847,Vihaan Kaur,23,M,A2
58373,33848,Warinder Raju,58,M,A1
58374,33848,Samaksh Chopra,31,M,A2
58375,33849,Shaurya Kaul,44,M,A1
58376,33849,Dalbir Krishnamurthy,49,M,A2
58377,33850,Balhaar Kapadia,23,M,A1
58378,33851,Jack Bala,63,M,A1
58379,33852,Zehaan Sharma,54,M,A1
58380,33853,Siddharth Dugar,38,M,A1
58381,33854,Devansh Kala,38,M,A1
58382,33854,Chatresh Dhillon,38,M,A2
58383,33854,Pranav Pai,63,M,A3
58384,33855,Kiaan Chana,31,M,A1
58385,33856,Jason Sami,41,M,A1
58386,33857,Bina De,31,F,A1
58387,33858,Radha Dhar,40,F,A1
58388,33859,A. Jain,58,M,A1
58389,33859,Yatan Narayan,60,M,A2
58390,33860,Imaran Luthra,20,M,A1
58391,33861,Baljiwan Loyal,49,M,A1
58392,33862,C Ravel,39,M,A1
58393,33863,Maanas Verma,46,M,A1
58394,33863,Balvan Patil,50,M,A2
58395,33863,Sai Nanda,55,M,A3
58396,33863,Krish Doshi,29,M,A4
58397,33864,Jatin Vohra,34,M,A1
58398,33865,Dhruv Sahni,22,M,A1
58399,33866,Meghana Dhingra,58,F,A1
58400,33867,Qabil Chacko,39,M,A1
58401,33868,Christopher Dixit,61,M,A1
58402,33869,Balhaar Krishna,26,M,A1
58403,33869,Fiyaz Handa,44,M,A2
58404,33869,Laban Talwar,19,M,A3
58405,33870,Om Vaydya,47,M,A1
58406,33870,Gopal Rajagopalan,55,M,A2
58407,33870,Ronith Ganesan,58,M,A3
58408,33870,R. Sankar,18,M,A4
58409,33871,Onkar Hegde,26,M,A1
58410,33871,Ekalinga Sarkar,45,M,A2
58411,33872,Advay Krish,61,M,A1
58412,33873,Maanav Kakar,42,M,A1
58413,33873,L. Talwar,17,M,A2
58414,33874,Saksham Aggarwal,36,M,A1
58415,33874,S Gokhale,37,M,A2
58416,33874,Chandresh Mital,58,M,A3
58417,33875,Logan Patel,35,M,A1
58418,33875,Laksh Devi,35,M,A2
58419,33875,Harsh Thakur,23,M,A3
58420,33876,I. Hayer,40,M,A1
58421,33876,Zaid Prasad,28,M,A2
58422,33876,Dakshesh Balan,39,M,A3
58423,33876,Anthony Kakar,25,M,A4
58424,33877,Maanav Sama,41,M,A1
58425,33878,Z Bal,33,M,A1
58426,33879,Rehaan Din,58,M,A1
58427,33880,W. Chad,17,M,A1
58428,33881,Sathvik Kurian,40,M,A1
58429,33881,Rudra Shere,53,M,A2
58430,33881,Mohini Sood,20,F,A3
58431,33882,Chakradhar Dyal,20,M,A1
58432,33883,Nitesh Ahuja,53,M,A1
58433,33884,Indrajit Bava,25,M,A1
58434,33884,Rishi Raju,20,M,A2
58435,33884,O. Varghese,43,M,A3
58436,33884,Jackson Bose,20,M,A4
58437,33885,Chakradhar Walla,38,M,A1
58438,33885,Finn Viswanathan,26,M,A2
58439,33885,Frado Pau,24,M,A3
58440,33885,Nachiket Narang,38,M,A4
58441,33886,George Patla,55,M,A1
58442,33886,Yug Mammen,56,M,A2
58443,33886,G. Chhabra,43,M,A3
58444,33886,Agastya Buch,40,M,A4
58445,33887,Sarthak Agrawal,28,M,A1
58446,33887,Abdul Venkataraman,23,M,A2
58447,33888,Yuwraj Sayni,39,M,A1
58448,33888,Gautam Pau,19,M,A2
58449,33888,Balhaar Srinivas,29,M,A3
58450,33888,Chavvi Divan,37,F,A4
58451,33889,Harinakshi Som,22,F,A1
58452,33889,Quincy Mitter,36,M,A2
58453,33890,Jairaj Bandi,61,M,A1
58454,33891,Ekavir Gupta,40,M,A1
58455,33892,Gagan Chhabra,43,M,A1
58456,33893,Jason Sami,41,M,A1
58457,33893,Zayyan Basak,40,M,A2
58458,33893,Onveer Wadhwa,29,M,A3
58459,33893,Laban Bhatnagar,61,M,A4
58460,33894,L Kala,21,M,A1
58461,33895,Yauvani Chand,65,F,A1
58462,33896,Laban Kala,19,M,A1
58463,33896,Benjamin Prasad,46,M,A2
58464,33897,Nicholas Raju,56,M,A1
58465,33898,Aarnav Acharya,44,M,A1
58466,33898,A. Gill,26,M,A2
58467,33899,A Thaman,22,M,A1
58468,33900,Mekhala Bahl,57,F,A1
58469,33901,Nikita Lanka,39,F,A1
58470,33902,Anay Bhagat,57,M,A1
58471,33903,Faras Warrior,39,M,A1
58472,33903,Henry Aurora,43,M,A2
58473,33903,S Halder,50,M,A3
58474,33904,S. Gokhale,37,M,A1
58475,33904,M. Narayan,25,M,A2
58476,33905,Rushil Brar,60,M,A1
58477,33906,Advaith Kumar,41,M,A1
58478,33907,Abhimanyu Ahluwalia,48,M,A1
58479,33908,Avi Ramanathan,21,M,A1
58480,33908,Ayushman Hegde,23,M,A2
58481,33908,Devansh Kala,38,M,A3
58482,33908,W Chauhan,25,M,A4
58483,33909,Rayaan Sankar,19,M,A1
58484,33909,William Virk,22,M,A2
58485,33910,Balendra Padmanabhan,65,M,A1
58486,33911,Yash Dora,58,M,A1
58487,33911,Udars sankar,32,M,A2
58488,33912,Lohit Prakash,65,M,A1
58489,33913,M Naik,35,M,A1
58490,33914,Hitesh Pillay,40,M,A1
58491,33914,Madhav Dyal,38,M,A2
58492,33915,L. Patel,35,M,A1
58493,33915,Daniel Raju,49,M,A2
58494,33916,M Narayan,27,M,A1
58495,33917,Christopher Chopra,18,M,A1
58496,33917,Neel Balay,23,M,A2
58497,33917,Nachiket Narang,38,M,A3
58498,33917,Samar Kalita,49,M,A4
58499,33918,Jairaj Ratta,51,M,A1
58500,33919,F Pau,24,M,A1
58501,33920,Om Boase,31,M,A1
58502,33920,Dev Rajan,32,M,A2
58503,33920,Faras Sharaf,58,M,A3
58504,33921,Ikbal Natt,31,M,A1
58505,33922,Ikshita Chadha,20,F,A1
58506,33923,Jack Ratta,38,M,A1
58507,33923,Teerth Ramanathan,46,M,A2
58508,33924,Nitesh Bahl,36,M,A1
58509,33924,Divya Nagi,25,F,A2
58510,33924,Tanish Majumdar,56,M,A3
58511,33925,Wahab Dugal,30,M,A1
58512,33925,Ronith Buch,39,M,A2
58513,33926,Odika Garde,47,F,A1
58514,33926,Faqid Sinha,64,M,A2
58515,33926,Lekha Bobal,25,F,A3
58516,33927,Raghaw Nayar,30,M,A1
58517,33928,Tejas Sawhney,57,M,A1
58518,33929,Karan Kale,31,M,A1
58519,33930,Isaiah Salvi,64,M,A1
58520,33930,Thomas Bava,34,M,A2
58521,33931,Caleb Kari,45,M,A1
58522,33931,Balveer Lad,54,M,A2
58523,33932,Anirudh Prabhu,37,M,A1
58524,33933,Gabriel Solanki,59,M,A1
58525,33934,Tristan Rai,42,M,A1
58526,33935,Darpan Narasimhan,16,M,A1
58527,33935,Onkar Batta,35,M,A2
58528,33935,Anay Bhagat,58,M,A3
58529,33936,Vihaan Ratta,65,M,A1
58530,33937,Jeet Ravel,59,M,A1
58531,33937,Jairaj Balan,35,M,A2
58532,33938,N Nagarajan,25,M,A1
58533,33939,Kiaan Bava,25,M,A1
58534,33940,Udarsh Shankar,32,M,A1
58535,33940,Faris Dhawan,54,M,A2
58536,33941,A Prabhu,37,M,A1
58537,33941,Lohit Batta,19,M,A2
58538,33941,Y Dalal,24,M,A3
58539,33942,Balvan Agrawal,33,M,A1
58540,33943,L. Varkey,45,M,A1
58541,33944,Yatin Dalal,24,M,A1
58542,33944,Tanveer Hayer,50,M,A2
58543,33944,Christopher Tella,45,M,A3
58544,33944,Samuel Shah,56,M,A4
58545,33945,Samar Halder,50,M,A1
58546,33946,Aarnav Tella,36,M,A1
58547,33947,Harish Sunder,30,M,A1
58548,33948,Zaitra Kapur,53,F,A1
58549,33948,Fiyaz Rout,46,M,A2
58550,33949,Dhruv Patil,24,M,A1
58551,33950,Zaitra Banik,56,T,A1
58552,33950,Isaiah Vohra,65,M,A2
58553,33950,Mohammed Mahal,39,M,A3
58554,33951,Hemang Nagi,46,M,A1
58555,33952,Pranaw Chand,51,M,A1
58556,33953,D. Kala,38,M,A1
58557,33954,Patrick Mahajan,56,M,A1
58558,33955,Lohit Dhar,36,M,A1
58559,33955,Wahab Jaggi,62,M,A2
58560,33955,Anay Bhagat,57,M,A3
58561,33955,Ronith Ganesan,58,M,A4
58562,33956,Atharv Jaggi,21,M,A1
58563,33956,Theodore Dhar,29,M,A2
58564,33956,Hredhaan Varughese,52,M,A3
58565,33956,Ishaan Vala,36,M,A4
58566,33957,Harshil Gopal,42,M,A1
58567,33957,Gabriel Sankar,36,M,A2
58568,33957,Ranveer Sekhon,44,M,A3
58569,33958,P Chand,51,M,A1
58570,33959,Brijesh Dugar,42,M,A1
58571,33960,Lohit Date,24,M,A1
58572,33960,I Rama,37,M,A2
58573,33960,Udant Krish,20,M,A3
58574,33961,V Wali,38,M,A1
58575,33961,Madhav Naik,34,M,A2
58576,33961,Wridesh Chaudry,33,M,A3
58577,33962,Om Behl,65,M,A1
58578,33963,Jeremiah Dar,33,M,A1
58579,33964,Balhaar Nadkarni,46,M,A1
58580,33964,David Subramanian,29,M,A2
58581,33965,Maanav Deshmukh,47,M,A1
58582,33965,Wazir Wason,52,M,A2
58583,33965,Kalpit Nath,27,M,A3
58584,33966,Girik Jani,46,M,A1
58585,33967,Fariq Srinivas,32,M,A1
58586,33967,Anay Thaman,23,M,A2
58587,33968,Anmol Acharya,20,M,A1
58588,33968,E. Vyas,25,M,A2
58589,33968,Rachit Bansal,38,M,A3
58590,33969,Zayan Karnik,35,M,A1
58591,33970,Rayaan Sankar,20,M,A1
58592,33970,Liam Biswas,16,M,A2
58593,33970,Ayaan Iyengar,28,M,A3
58594,33971,Radhika Srinivasan,59,F,A1
58595,33972,Samarth Venkatesh,21,M,A1
58596,33972,Samaksh Seshadri,49,M,A2
58597,33973,Chatura Oza,60,M,A1
58598,33974,Abdul Kade,25,M,A1
58599,33975,Abeer Choudhry,45,M,A1
58600,33975,Yuwraj Sayni,40,M,A2
58601,33975,Vedant Chaudhry,36,M,A3
58602,33975,Benjamin Menon,61,M,A4
58603,33976,Chanakya Dada,59,M,A1
58604,33977,Harish Saran,20,M,A1
58605,33978,Ekapad Gara,62,M,A1
58606,33978,Chatura Prakash,45,M,A2
58607,33978,David Kapadia,36,M,A3
58608,33978,Yatin Seth,55,M,A4
58609,33979,Logan Mangat,18,M,A1
58610,33979,Madhav Oza,64,M,A2
58611,33980,Devansh Kala,39,M,A1
58612,33980,Tristan Balan,55,M,A2
58613,33980,Vincent Wali,38,M,A3
58614,33981,Luke Rastogi,56,M,A1
58615,33982,Matthew Mall,25,M,A1
58616,33982,Utkarsh Chana,61,M,A2
58617,33982,Jairaj Batta,34,M,A3
58618,33982,Ekansh Nigam,37,M,A4
58619,33983,Kabir Mutti,43,M,A1
58620,33983,G Chhabra,44,M,A2
58621,33984,A. Jain,59,M,A1
58622,33984,Krishna Bail,57,M,A2
58623,33985,Isaac Hayer,41,M,A1
58624,33986,Onveer Kapoor,50,M,A1
58625,33986,Ayushman Chakrabarti,59,M,A2
58626,33987,Ranbir Tara,33,M,A1
58627,33988,Samuel Thakur,28,M,A1
58628,33989,Anirudh Buch,47,M,A1
58629,33989,Oscar Rai,42,M,A2
58630,33990,Laksh Acharya,39,M,A1
58631,33990,Advay Nagarajan,52,M,A2
58632,33991,Tanveer Maharaj,19,M,A1
58633,33992,Udars sankar,33,M,A1
58634,33992,Qabil Sarkar,46,M,A2
58635,33993,Yuvraj Manne,64,M,A1
58636,33994,Mitesh Das,57,M,A1
58637,33995,Zashil Bal,32,M,A1
58638,33995,Qabil Chandran,19,M,A2
58639,33995,Noah Suri,51,M,A3
58640,33996,Chanakya Pal,39,M,A1
58641,33997,Advay Krishnan,17,M,A1
58642,33997,Yatin Dalal,25,M,A2
58643,33997,Veer Muni,50,M,A3
58644,33998,N. Raju,57,M,A1
58645,33999,Qadim Varty,16,M,A1
58646,34000,I. Hayer,41,M,A1
58647,34001,Devansh Kala,39,M,A1
58648,34001,Fitan Cherian,60,M,A2
58649,34002,Qabil Mutti,35,M,A1
58650,34003,Warinder Trivedi,53,M,A1
58651,34003,N. Narang,39,M,A2
58652,34004,Akshay Kata,29,M,A1
58653,34005,Naveen Kannan,19,M,A1
58654,34006,Harish Mahal,26,M,A1
58655,34007,Henry Talwar,50,M,A1
58656,34007,William Chauhan,26,M,A2
58657,34007,Hemangini Samra,23,F,A3
58658,34008,F Goel,49,M,A1
58659,34009,Isaac Din,37,M,A1
58660,34009,Madhav Krish,57,M,A2
58661,34009,Neha Lanka,21,F,A3
58662,34009,S Gokhale,38,M,A4
58663,34010,Warinder Swaminathan,64,M,A1
58664,34010,Aarnav Guha,27,M,A2
58665,34011,Abha Sharma,20,F,A1
58666,34012,Gavin Doshi,35,M,A1
58667,34013,A. Gill,26,M,A1
58668,34014,Girish Baral,37,M,A1
58669,34015,N Narang,38,M,A1
58670,34015,C Brar,56,M,A2
58671,34015,Ijaya Mandal,30,F,A3
58672,34016,Chandresh Patil,36,M,A1
58673,34016,Aishani Tata,50,T,A2
58674,34017,R. Lad,20,M,A1
58675,34017,A Gill,26,M,A2
58676,34017,Idika Mital,33,F,A3
58677,34018,Champak Rawel,41,M,A1
58678,34019,Devans Kala,38,M,A1
58679,34019,Tristan Balan,57,M,A2
58680,34020,R. Sankar,20,M,A1
58681,34021,Brijesh Korpal,18,M,A1
58682,34022,Kalpit Chand,43,M,A1
58683,34022,Raghav Nayar,32,M,A2
58684,34023,Hemangini Chanda,24,F,A1
58685,34024,Champak Ravel,40,M,A1
58686,34024,O Boase,32,M,A2
58687,34024,Darsh Golla,62,M,A3
58688,34025,Om Boase,33,M,A1
58689,34026,Frado Pau,25,M,A1
58690,34026,Nitara Suri,45,F,A2
58691,34026,Anirudh Apte,26,M,A3
58692,34027,Anay taman,23,M,A1
58693,34028,Teerth Bal,38,M,A1
58694,34029,Karan Sagar,56,M,A1
58695,34029,P Thakkar,58,F,A2
58696,34030,Naveen Deol,38,M,A1
58697,34031,Abdul Tandon,65,M,A1
58698,34031,Rohan Wable,20,M,A2
58699,34031,George Khare,33,M,A3
58700,34031,Deepa Ben,18,F,A4
58701,34032,Liam Agate,56,M,A1
58702,34032,Ayaan Mutti,16,M,A2
58703,34032,David Subramanian,31,M,A3
58704,34033,Gunbir Bail,31,M,A1
58705,34033,Onkar Deshpande,57,M,A2
58706,34034,Jagdish Tripathi,53,M,A1
58707,34035,Samar Krish,41,M,A1
58708,34036,Dhruv Sant,27,M,A1
58709,34037,Baljiwan Setty,62,M,A1
58710,34037,Wyatt Ratta,19,M,A2
58711,34038,Timothy Mann,31,M,A1
58712,34039,Avi Upadhyay,42,M,A1
58713,34040,William Krishna,25,M,A1
58714,34040,Bachittar More,25,M,A2
58715,34041,N Narang,39,M,A1
58716,34041,Yatin Bhavsar,65,M,A2
58717,34042,Ranbir Ghosh,36,M,A1
58718,34042,Thomas Madan,21,M,A2
58719,34043,Anay taman,23,M,A1
58720,34043,Ayaan Joshi,36,M,A2
58721,34043,Abeer Khosla,48,M,A3
58722,34044,Arjun Pant,50,M,A1
58723,34044,R Nayar,31,M,A2
58724,34045,Samarth Pillay,43,M,A1
58725,34045,Kevin Patla,35,M,A2
58726,34045,C Ravel,40,M,A3
58727,34046,Chandran Dhaliwal,63,M,A1
58728,34047,Ati Kata,20,F,A1
58729,34047,Ekalinga Chadha,35,M,A2
58730,34048,Indrajit Gulati,28,M,A1
58731,34048,Charan Choudhury,21,M,A2
58732,34048,Fitan Chakrabarti,25,M,A3
58733,34049,R Sankar,22,M,A1
58734,34050,Arin Vala,38,M,A1
58735,34051,Orinder Sehgal,32,M,A1
58736,34052,Robert Narula,62,M,A1
58737,34052,K Bumb,33,M,A2
58738,34053,S Gokhale,38,M,A1
58739,34053,Ayaan Joshi,57,M,A2
58740,34053,Peter Sampath,63,M,A3
58741,34053,Gunbir Vig,30,M,A4
58742,34054,H Prabhu,18,M,A1
58743,34054,Aayush Kapadia,56,M,A2
58744,34055,Samar Chahal,40,M,A1
58745,34056,Anay Majumdar,23,M,A1
58746,34057,Karan Rege,58,M,A1
58747,34057,Harshil Kunda,37,M,A2
58748,34058,Yatin Sodhi,45,M,A1
58749,34058,Z. Bal,32,M,A2
58750,34059,Andrew Gill,47,M,A1
58751,34060,Chakradev Borra,54,M,A1
58752,34061,Chatresh Raj,46,M,A1
58753,34061,Faris Lanka,25,M,A2
58754,34062,Jonathan Vig,36,M,A1
58755,34062,Ishita Dass,61,F,A2
58756,34063,Jason Sami,42,M,A1
58757,34063,Yagnesh Lala,20,M,A2
58758,34063,Lawanya Datta,22,F,A3
58759,34063,Maanas Madan,37,M,A4
58760,34064,Guneet Bajaj,19,M,A1
58761,34064,Bahadurjit Chauhan,27,M,A2
58762,34064,Sarthak Madan,18,M,A3
58763,34065,Abeer Atwal,28,M,A1
58764,34066,Gautam Nori,20,M,A1
58765,34067,Tanish Sabharwal,34,M,A1
58766,34068,Yagnesh Sinha,21,M,A1
58767,34068,Oni Tara,39,F,A2
58768,34068,Aarnav Dugal,25,M,A3
58769,34068,Manbir Menon,38,M,A4
58770,34069,Atharv Chhabra,24,M,A1
58771,34070,C Brar,56,M,A1
58772,34071,Theodore Ghose,61,M,A1
58773,34072,N. Raju,55,M,A1
58774,34072,Pushti Swaminathan,42,F,A2
58775,34073,Thomas Manne,56,M,A1
58776,34074,A Thaman,23,M,A1
58777,34075,Chanakya Mander,63,M,A1
58778,34075,L. Patel,36,M,A2
58779,34075,Anirudh Basak,30,M,A3
58780,34076,N Raju,57,M,A1
58781,34077,Azad Nori,58,M,A1
58782,34077,Theodore Misra,34,M,A2
58783,34078,Wazir Mani,31,M,A1
58784,34079,Samar Gokhale,38,M,A1
58785,34080,Om Kothari,19,M,A1
58786,34080,Advaith Bajwa,57,M,A2
58787,34081,Udarsh Shankar,31,M,A1
58788,34081,Logan Patel,36,M,A2
58789,34081,Hritik Ghose,61,M,A3
58790,34081,Harish Sehgal,20,M,A4
58791,34082,Gabriel Raman,56,M,A1
58792,34082,Chakradhar Naidu,31,M,A2
58793,34083,Jackson Badami,59,M,A1
58794,34084,Faraj Nagy,43,M,A1
58795,34085,Jeet Ram,41,M,A1
58796,34086,T Pandit,43,M,A1
58797,34087,Krishna Balan,44,M,A1
58798,34087,Anay Dugar,37,M,A2
58799,34087,G Srivastava,57,M,A3
58800,34088,I Gulati,27,M,A1
58801,34088,Andrew Hora,42,M,A2
58802,34089,Tristan Balan,56,M,A1
58803,34090,Liam Saini,46,M,A1
58804,34091,Teerth Subramaniam,52,M,A1
58805,34092,Wazir Mani,31,M,A1
58806,34093,Atharv Sangha,42,M,A1
58807,34093,Wahab Dalal,55,M,A2
58808,34094,P Thakkar,58,F,A1
58809,34095,Balvan Venkatesh,28,M,A1
58810,34095,G Khare,34,M,A2
58811,34095,Amol Dhar,44,M,A3
58812,34095,Frado Pandya,46,M,A4
58813,34096,H Thakur,26,M,A1
58814,34097,Yatan Luthra,16,M,A1
58815,34098,Aayush Dara,50,M,A1
58816,34098,Oliver Mani,56,M,A2
58817,34099,Gabriel Sankar,37,M,A1
58818,34099,Laban Talwar,18,M,A2
58819,34100,P. Sangha,58,M,A1
58820,34100,Upkaar Pandya,16,M,A2
58821,34101,Reyansh Thaman,25,M,A1
58822,34102,Elijah Parmer,62,M,A1
58823,34103,Ranveer Hans,61,M,A1
58824,34104,Ekapad Patla,45,M,A1
58825,34105,G Chhabra,46,M,A1
58826,34105,Tristan Balan,55,M,A2
58827,34105,Theodore Yadav,43,M,A3
58828,34106,Pranav Walia,17,M,A1
58829,34106,Agastya Choudhary,39,M,A2
58830,34107,G. Chhabra,44,M,A1
58831,34107,Ansh Parmar,39,M,A2
58832,34107,Warjas Pandit,17,M,A3
58833,34108,Robert Buch,18,M,A1
58834,34109,Charles Gokhale,18,M,A1
58835,34110,Peter Gill,37,M,A1
58836,34110,Samuel Cheema,36,M,A2
58837,34111,Yuwraj Sayni,40,M,A1
58838,34111,Jacob Dua,54,M,A2
58839,34111,F Pillay,29,M,A3
58840,34112,Xavier Pai,27,M,A1
58841,34113,Lohit Bahl,42,M,A1
58842,34114,Ansh Zachariah,48,M,A1
58843,34114,G Khare,35,M,A2
58844,34114,Pranav Koshy,28,M,A3
58845,34114,Pranav Mannan,43,M,A4
58846,34115,Yatan Mohan,43,M,A1
58847,34115,Faris Pillay,27,M,A2
58848,34116,Gabriel Sankar,37,M,A1
58849,34117,Saksham Nadkarni,57,M,A1
58850,34118,A. Gill,26,M,A1
58851,34119,Aayush Rastogi,21,M,A1
58852,34120,Matthew Comar,40,M,A1
58853,34121,L Muni,29,M,A1
58854,34121,Balendra Chowdhury,34,M,A2
58855,34122,Anirudh Chad,60,M,A1
58856,34123,Bakhshi Mutti,39,M,A1
58857,34124,S Krish,40,M,A1
58858,34124,Alexander Jha,55,M,A2
58859,34125,D. Subramanian,29,M,A1
58860,34125,Samarth Chakraborty,37,M,A2
58861,34126,Prisha Dash,35,F,A1
58862,34126,Laban Prasad,45,M,A2
58863,34127,Yatin Dalal,25,M,A1
58864,34127,Bhavini Ganguly,61,F,A2
58865,34128,Siddharth Sankar,47,M,A1
58866,34129,Advaith Choudhry,57,M,A1
58867,34130,Darpan Nair,64,M,A1
58868,34131,Chatresh Babu,50,M,A1
58869,34132,Agastya Jain,59,M,A1
58870,34133,Hars Jaggi,54,M,A1
58871,34134,Dewansh Kala,39,M,A1
58872,34135,Tejas Dada,60,M,A1
58873,34136,Jagat Dhaliwal,31,M,A1
58874,34137,Maanas Buch,64,M,A1
58875,34137,Anthony Sarma,62,M,A2
58876,34138,Azaan Gill,27,M,A1
58877,34139,G Chhabra,42,M,A1
58878,34140,Vincent Wali,38,M,A1
58879,34140,Aadi Jain,17,M,A2
58880,34140,Chakradhar Ram,52,M,A3
58881,34140,Karan Mannan,28,M,A4
58882,34141,Chandresh Nayak,58,M,A1
58883,34141,Qadim Dada,36,M,A2
58884,34141,Xavier Dhingra,56,M,A3
58885,34142,Quincy Mangal,20,M,A1
58886,34142,Onkar Hari,20,M,A2
58887,34142,Isaac Om,25,M,A3
58888,34143,Laban Contractor,32,M,A1
58889,34144,Hredhaan Dayal,37,M,A1
58890,34144,C Borra,27,M,A2
58891,34145,Abhiram Verma,36,M,A1
58892,34146,Ryan Desai,46,M,A1
58893,34147,Owen Verma,25,M,A1
58894,34148,Bachittar Kata,61,M,A1
58895,34149,Henry Dara,47,M,A1
58896,34149,Reva Bassi,36,F,A2
58897,34150,Udarsh Shankar,33,M,A1
58898,34151,Aryan Ghose,17,M,A1
58899,34152,A Bhagat,58,M,A1
58900,34152,Harsh Chand,22,M,A2
58901,34152,Daksh Barad,43,M,A3
58902,34153,Samar Krish,40,M,A1
58903,34154,Rohan Uppal,24,M,A1
58904,34155,Anay Bhagat,59,M,A1
58905,34156,Vincent Agate,56,M,A1
58906,34157,Vedant Sangha,22,M,A1
58907,34158,Zayan Bal,32,M,A1
58908,34158,Rudra Ahluwalia,28,M,A2
58909,34159,Om Boase,34,M,A1
58910,34159,Samar Kris,40,M,A2
58911,34160,A. Bhagat,60,M,A1
58912,34161,Saksham Nadkarni,57,M,A1
58913,34162,Akshay Bal,23,M,A1
58914,34162,Urvi Goswami,45,F,A2
58915,34162,Charan Sant,64,M,A3
58916,34162,Manan Savant,55,M,A4
58917,34163,Dhruw Tella,59,M,A1
58918,34164,Anay Gour,40,M,A1
58919,34165,S. Gokhale,38,M,A1
58920,34165,Aayush Biswas,17,M,A2
58921,34166,Charles Borra,26,M,A1
58922,34167,P Thakkar,58,F,A1
58923,34167,L. Patel,37,M,A2
58924,34167,Nakul Sane,45,M,A3
58925,34168,Tarak Dani,46,M,A1
58926,34169,L. Patel,36,M,A1
58927,34170,Ekansh Atwal,20,M,A1
58928,34171,Atharv Sangha,40,M,A1
58929,34171,Dayamai Bumb,22,F,A2
58930,34172,Robert Bahl,36,M,A1
58931,34172,Jason Sami,42,M,A2
58932,34172,Maanav Mohan,22,M,A3
58933,34173,Bahadurjit Prabhakar,38,M,A1
58934,34173,Rushil Shere,19,M,A2
58935,34174,A. Handa,51,M,A1
58936,34175,Janaki Mann,50,F,A1
58937,34176,Michael Pall,36,M,A1
58938,34177,Siddharth Biswas,40,M,A1
58939,34178,Laban Kala,21,M,A1
58940,34178,P Thakkar,58,F,A2
58941,34179,Raghav Basak,63,M,A1
58942,34180,Kai Comar,33,M,A1
58943,34180,Champak Rawel,40,M,A2
58944,34181,Kai Garg,54,M,A1
58945,34182,T. Mitra,34,F,A1
58946,34183,Abdul Mani,16,M,A1
58947,34183,Ikbal Chawla,42,M,A2
58948,34184,Ekavir Prabhakar,41,M,A1
58949,34185,Yamini Gokhale,44,T,A1
58950,34185,Jason Sami,42,M,A2
58951,34186,Charles Borra,27,M,A1
58952,34187,Gavin Ahluwalia,31,M,A1
58953,34187,Jason Sama,47,M,A2
58954,34188,Anirudh Prabhu,38,M,A1
58955,34188,Bakhshi Varughese,55,M,A2
58956,34189,Anay Thaman,23,M,A1
58957,34189,Vincent Wali,38,M,A2
58958,34190,Owen Nadig,24,M,A1
58959,34191,Gunbir Shroff,49,M,A1
58960,34192,Manbir Jayaraman,41,M,A1
58961,34192,Qarin Borah,32,M,A2
58962,34193,Advaith Tripathi,54,M,A1
58963,34193,Faris Pillay,27,M,A2
58964,34194,Vivaan Nagar,21,M,A1
58965,34194,F Raj,37,M,A2
58966,34194,Warjas Natt,25,M,A3
58967,34194,Upkaar Chandra,51,M,A4
58968,34195,Theodore Thaman,50,M,A1
58969,34196,Qasim Gala,17,M,A1
58970,34196,Nachiket Chad,33,M,A2
58971,34197,Sanya Subramaniam,35,F,A1
58972,34198,Mitesh Arora,36,M,A1
58973,34199,Nihal Tiwari,53,M,A1
58974,34200,Zayyan Arora,16,M,A1
58975,34200,Sai Narula,51,M,A2
58976,34201,Atharv Sangha,42,M,A1
58977,34202,L. Kala,21,M,A1
58978,34203,Maanav Barad,45,M,A1
58979,34204,Lekha Kar,36,F,A1
58980,34204,Gagan Chhabra,44,M,A2
58981,34205,Chanakya Merchant,54,M,A1
58982,34206,Eshana Behl,37,F,A1
58983,34207,Rayaan Sankar,20,M,A1
58984,34208,Advay Singh,64,M,A1
58985,34209,Y Dalal,27,M,A1
